test_idx,label,W2_c2,W2_network,W2_physical,W2_combined,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three
11,Sybil Attack,0.10562143030489751,0.04677391513675867,0.002257326650413255,0.15465267209206943,0.10562143030489751,0.04677391513675867,0.002257326650413255,0.15239534544165617,0.10787875695531077,0.04903124178717193,0.15465267209206943
20,Sybil Attack,0.08201562188993121,0.05066798549176407,0.0,0.13268360738169527,0.08201562188993121,0.05066798549176407,0.0,0.13268360738169527,0.08201562188993121,0.05066798549176407,0.13268360738169527
44,Sybil Attack,0.11431903901419706,0.04545781820061083,0.0,0.1597768572148079,0.11431903901419706,0.04545781820061083,0.0,0.1597768572148079,0.11431903901419706,0.04545781820061083,0.1597768572148079
45,Sybil Attack,0.07438585179959614,0.06266102914073915,0.0,0.1370468809403353,0.07438585179959614,0.06266102914073915,0.0,0.1370468809403353,0.07438585179959614,0.06266102914073915,0.1370468809403353
47,Sybil Attack,0.09206268236287302,0.047810911763395934,0.0,0.13987359412626896,0.09206268236287302,0.047810911763395934,0.0,0.13987359412626896,0.09206268236287302,0.047810911763395934,0.13987359412626896
92,Sybil Attack,0.07326713976036633,0.04749554848162802,0.0014151991312403855,0.12217788737323473,0.07326713976036633,0.04749554848162802,0.0014151991312403855,0.12076268824199435,0.07468233889160672,0.048910747612868406,0.12217788737323473
122,Sybil Attack,0.10562143030489751,0.06237689714084547,0.0020289551217553686,0.17002728256749833,0.10562143030489751,0.06237689714084547,0.0020289551217553686,0.16799832744574297,0.10765038542665288,0.06440585226260084,0.17002728256749833
150,Sybil Attack,0.10312838281110873,0.046774766957869716,0.0,0.14990314976897845,0.10312838281110873,0.046774766957869716,0.0,0.14990314976897845,0.10312838281110873,0.046774766957869716,0.14990314976897845
167,Sybil Attack,0.07082855484785593,0.06147203424032341,0.0,0.13230058908817932,0.07082855484785593,0.06147203424032341,0.0,0.13230058908817932,0.07082855484785593,0.06147203424032341,0.13230058908817932
186,Sybil Attack,0.09902578206189926,0.04821816546659349,0.015000926947494848,0.1622448744759876,0.09902578206189926,0.04821816546659349,0.015000926947494848,0.14724394752849274,0.1140267090093941,0.06321909241408834,0.1622448744759876
201,Sybil Attack,0.09351709560097493,0.04677391513675867,0.0,0.1402910107377336,0.09351709560097493,0.04677391513675867,0.0,0.1402910107377336,0.09351709560097493,0.04677391513675867,0.1402910107377336
223,Sybil Attack,0.06474569554331974,0.04677422715909299,0.0,0.11151992270241273,0.06474569554331974,0.04677422715909299,0.0,0.11151992270241273,0.06474569554331974,0.04677422715909299,0.11151992270241273
237,Sybil Attack,0.10011721930071252,0.06151440979177751,0.0,0.16163162909249001,0.10011721930071252,0.06151440979177751,0.0,0.16163162909249001,0.10011721930071252,0.06151440979177751,0.16163162909249001
253,Sybil Attack,0.10376482349845276,0.045438062950766675,0.0,0.14920288644921942,0.10376482349845276,0.045438062950766675,0.0,0.14920288644921942,0.10376482349845276,0.045438062950766675,0.14920288644921942
262,Sybil Attack,0.10436594073855243,0.05134226765032469,0.01553314147520095,0.17124134986407807,0.10436594073855243,0.05134226765032469,0.01553314147520095,0.1557082083888771,0.11989908221375338,0.06687540912552564,0.17124134986407807
265,Sybil Attack,0.08523973743138266,0.04632380791079805,0.0,0.1315635453421807,0.08523973743138266,0.04632380791079805,0.0,0.1315635453421807,0.08523973743138266,0.04632380791079805,0.1315635453421807
266,Sybil Attack,0.09394017505250454,0.04846127613665862,0.0,0.14240145118916317,0.09394017505250454,0.04846127613665862,0.0,0.14240145118916317,0.09394017505250454,0.04846127613665862,0.14240145118916317
267,Sybil Attack,0.10548011382413405,0.0627051500712696,0.0,0.16818526389540367,0.10548011382413405,0.0627051500712696,0.0,0.16818526389540367,0.10548011382413405,0.0627051500712696,0.16818526389540367
272,Sybil Attack,0.11071085821756989,0.04677391513675867,0.0,0.15748477335432856,0.11071085821756989,0.04677391513675867,0.0,0.15748477335432856,0.11071085821756989,0.04677391513675867,0.15748477335432856
274,Sybil Attack,0.11093704823792194,0.05034383044501501,0.005734944375221032,0.167015823058158,0.11093704823792194,0.05034383044501501,0.005734944375221032,0.16128087868293695,0.11667199261314297,0.056078774820236044,0.167015823058158
293,Sybil Attack,0.09902578206189926,0.04677391513675867,0.0,0.14579969719865793,0.09902578206189926,0.04677391513675867,0.0,0.14579969719865793,0.09902578206189926,0.04677391513675867,0.14579969719865793
295,Sybil Attack,0.09206268236287302,0.046773915136918594,0.016995383400155564,0.15583198089994715,0.09206268236287302,0.046773915136918594,0.016995383400155564,0.1388365974997916,0.10905806576302858,0.06376929853707416,0.15583198089994715
312,Sybil Attack,0.12297731334681522,0.04671990502258943,0.002452317635527418,0.17214953600493207,0.12297731334681522,0.04671990502258943,0.002452317635527418,0.16969721836940466,0.12542963098234264,0.04917222265811685,0.17214953600493207
315,Sybil Attack,0.09206268236287302,0.046774766957869716,0.03654264781825678,0.17538009713899952,0.09206268236287302,0.046774766957869716,0.03654264781825678,0.13883744932074274,0.1286053301811298,0.0833174147761265,0.17538009713899952
408,Sybil Attack,0.0819436766574386,0.04562700047498026,0.0,0.12757067713241885,0.0819436766574386,0.04562700047498026,0.0,0.12757067713241885,0.0819436766574386,0.04562700047498026,0.12757067713241885
426,Sybil Attack,0.08293579913513419,0.0467739151401828,0.003671987496601109,0.1333817017719181,0.08293579913513419,0.0467739151401828,0.003671987496601109,0.129709714275317,0.0866077866317353,0.05044590263678391,0.1333817017719181
444,Sybil Attack,0.09580782149730496,0.048412464524341066,0.0,0.14422028602164602,0.09580782149730496,0.048412464524341066,0.0,0.14422028602164602,0.09580782149730496,0.048412464524341066,0.14422028602164602
449,Sybil Attack,0.11413476223468769,0.05419788960285059,0.020468836808810606,0.18880148864634888,0.11413476223468769,0.05419788960285059,0.020468836808810606,0.16833265183753826,0.13460359904349828,0.0746667264116612,0.18880148864634888
452,Sybil Attack,0.10570570796737686,0.06151440979177751,0.0,0.16722011775915435,0.10570570796737686,0.06151440979177751,0.0,0.16722011775915435,0.10570570796737686,0.06151440979177751,0.16722011775915435
491,Sybil Attack,0.10117688164275229,0.04677391514010551,0.0,0.1479507967828578,0.10117688164275229,0.04677391514010551,0.0,0.1479507967828578,0.10117688164275229,0.04677391514010551,0.1479507967828578
506,Sybil Attack,0.10648343220151689,0.05435955554832993,0.0,0.16084298774984682,0.10648343220151689,0.05435955554832993,0.0,0.16084298774984682,0.10648343220151689,0.05435955554832993,0.16084298774984682
525,Sybil Attack,0.11749805059387572,0.049354109974074384,0.0,0.1668521605679501,0.11749805059387572,0.049354109974074384,0.0,0.1668521605679501,0.11749805059387572,0.049354109974074384,0.1668521605679501
552,Sybil Attack,0.11736053172916697,0.04735491593600495,0.0,0.16471544766517193,0.11736053172916697,0.04735491593600495,0.0,0.16471544766517193,0.11736053172916697,0.04735491593600495,0.16471544766517193
588,Sybil Attack,0.10868128118639578,0.04926423983826507,0.0,0.15794552102466086,0.10868128118639578,0.04926423983826507,0.0,0.15794552102466086,0.10868128118639578,0.04926423983826507,0.15794552102466086
597,Sybil Attack,0.11488905488827265,0.0472832777817925,0.0,0.16217233267006514,0.11488905488827265,0.0472832777817925,0.0,0.16217233267006514,0.11488905488827265,0.0472832777817925,0.16217233267006514
612,Sybil Attack,0.12397178283712021,0.04749554848162802,0.0,0.17146733131874822,0.12397178283712021,0.04749554848162802,0.0,0.17146733131874822,0.12397178283712021,0.04749554848162802,0.17146733131874822
631,Sybil Attack,0.10011721930071252,0.04716981982427317,0.0,0.1472870391249857,0.10011721930071252,0.04716981982427317,0.0,0.1472870391249857,0.10011721930071252,0.04716981982427317,0.1472870391249857
640,Sybil Attack,0.1067366190596307,0.0467747568935794,0.017155217315793208,0.1706665932690033,0.1067366190596307,0.0467747568935794,0.017155217315793208,0.1535113759532101,0.1238918363754239,0.0639299742093726,0.1706665932690033
655,Sybil Attack,0.09206268236287302,0.04618220630265849,0.002631219177044396,0.1408761078425759,0.09206268236287302,0.04618220630265849,0.002631219177044396,0.1382448886655315,0.09469390153991741,0.04881342547970289,0.1408761078425759
679,Sybil Attack,0.0827561693442473,0.046876948532319856,0.0,0.12963311787656717,0.0827561693442473,0.046876948532319856,0.0,0.12963311787656717,0.0827561693442473,0.046876948532319856,0.12963311787656717
704,Sybil Attack,0.10084862680558929,0.05466499679539654,0.0,0.15551362360098583,0.10084862680558929,0.05466499679539654,0.0,0.15551362360098583,0.10084862680558929,0.05466499679539654,0.15551362360098583
720,Sybil Attack,0.07176875458611297,0.05471948584130602,0.0,0.126488240427419,0.07176875458611297,0.05471948584130602,0.0,0.126488240427419,0.07176875458611297,0.05471948584130602,0.126488240427419
734,Sybil Attack,0.11413476223468769,0.046860026621135385,0.0,0.16099478885582308,0.11413476223468769,0.046860026621135385,0.0,0.16099478885582308,0.11413476223468769,0.046860026621135385,0.16099478885582308
760,Sybil Attack,0.09212804318335222,0.06237961977058648,0.005165530398239088,0.15967319335217778,0.09212804318335222,0.06237961977058648,0.005165530398239088,0.1545076629539387,0.0972935735815913,0.06754515016882556,0.15967319335217778
776,Sybil Attack,0.09212804318335222,0.04602451402026013,0.0,0.13815255720361236,0.09212804318335222,0.04602451402026013,0.0,0.13815255720361236,0.09212804318335222,0.04602451402026013,0.13815255720361236
791,Sybil Attack,0.09150839654096796,0.044778069075373114,0.0,0.13628646561634106,0.09150839654096796,0.044778069075373114,0.0,0.13628646561634106,0.09150839654096796,0.044778069075373114,0.13628646561634106
805,Sybil Attack,0.10153198840456437,0.054418236199108905,0.0,0.15595022460367328,0.10153198840456437,0.054418236199108905,0.0,0.15595022460367328,0.10153198840456437,0.054418236199108905,0.15595022460367328
836,Sybil Attack,0.11207201860850796,0.04677391513675867,0.0007881694655037519,0.15963410321077037,0.11207201860850796,0.04677391513675867,0.0007881694655037519,0.15884593374526662,0.11286018807401171,0.047562084602262425,0.15963410321077037
843,Sybil Attack,0.09150839654096796,0.04643433467468104,0.0,0.13794273121564898,0.09150839654096796,0.04643433467468104,0.0,0.13794273121564898,0.09150839654096796,0.04643433467468104,0.13794273121564898
846,Sybil Attack,0.10820395418927961,0.04677422715909299,0.0009783286531770546,0.15595651000154964,0.10820395418927961,0.04677422715909299,0.0009783286531770546,0.1549781813483726,0.10918228284245667,0.047752555812270045,0.15595651000154964
925,Sybil Attack,0.10404219359749985,0.04613818457777717,0.0,0.15018037817527702,0.10404219359749985,0.04613818457777717,0.0,0.15018037817527702,0.10404219359749985,0.04613818457777717,0.15018037817527702
928,Sybil Attack,0.11549880280050163,0.04695778618776527,0.0,0.1624565889882669,0.11549880280050163,0.04695778618776527,0.0,0.1624565889882669,0.11549880280050163,0.04695778618776527,0.1624565889882669
929,Sybil Attack,0.09212804318335222,0.04598818721504051,0.0,0.13811623039839271,0.09212804318335222,0.04598818721504051,0.0,0.13811623039839271,0.09212804318335222,0.04598818721504051,0.13811623039839271
950,Sybil Attack,0.09212804318335222,0.0454004612100758,0.0,0.137528504393428,0.09212804318335222,0.0454004612100758,0.0,0.137528504393428,0.09212804318335222,0.0454004612100758,0.137528504393428
954,Sybil Attack,0.09567319475251837,0.0543506498368221,0.0,0.15002384458934048,0.09567319475251837,0.0543506498368221,0.0,0.15002384458934048,0.09567319475251837,0.0543506498368221,0.15002384458934048
956,Sybil Attack,0.10485895851950072,0.04691353280863014,0.0,0.15177249132813087,0.10485895851950072,0.04691353280863014,0.0,0.15177249132813087,0.10485895851950072,0.04691353280863014,0.15177249132813087
959,Sybil Attack,0.10028268360865922,0.05427713943735261,0.0,0.15455982304601182,0.10028268360865922,0.05427713943735261,0.0,0.15455982304601182,0.10028268360865922,0.05427713943735261,0.15455982304601182
969,Sybil Attack,0.0710749068198148,0.046773915140064196,0.0,0.117848821959879,0.0710749068198148,0.046773915140064196,0.0,0.117848821959879,0.0710749068198148,0.046773915140064196,0.117848821959879
981,Sybil Attack,0.09206268236287302,0.046773915140224116,0.0,0.13883659750309713,0.09206268236287302,0.046773915140224116,0.0,0.13883659750309713,0.09206268236287302,0.046773915140224116,0.13883659750309713
1016,Sybil Attack,0.10847888541416023,0.0467739151401828,0.0,0.15525280055434304,0.10847888541416023,0.0467739151401828,0.0,0.15525280055434304,0.10847888541416023,0.0467739151401828,0.15525280055434304
1024,Sybil Attack,0.11502458088387323,0.05123888933875589,0.0009783286531770546,0.16724179887580615,0.11502458088387323,0.05123888933875589,0.0009783286531770546,0.1662634702226291,0.11600290953705028,0.05221721799193294,0.16724179887580615
1036,Sybil Attack,0.10933735915732534,0.046773915136918594,0.0,0.15611127429424393,0.10933735915732534,0.046773915136918594,0.0,0.15611127429424393,0.10933735915732534,0.046773915136918594,0.15611127429424393
1041,Sybil Attack,0.09206268236287302,0.051669604296018294,0.004144886349858014,0.14787717300874934,0.09206268236287302,0.051669604296018294,0.004144886349858014,0.14373228665889132,0.09620756871273103,0.055814490645876305,0.14787717300874934
1078,Sybil Attack,0.10570570796737686,0.04718501204268928,0.0,0.15289072001006615,0.10570570796737686,0.04718501204268928,0.0,0.15289072001006615,0.10570570796737686,0.04718501204268928,0.15289072001006615
1090,Sybil Attack,0.09206268236287302,0.048073153279061046,0.0009783286531770546,0.1411141642951111,0.09206268236287302,0.048073153279061046,0.0009783286531770546,0.14013583564193405,0.09304101101605007,0.0490514819322381,0.1411141642951111
1091,Sybil Attack,0.10570570796737686,0.0467739151401828,0.0009783286531770546,0.15345795176073673,0.10570570796737686,0.0467739151401828,0.0009783286531770546,0.15247962310755966,0.10668403662055391,0.04775224379335986,0.15345795176073673
1144,Sybil Attack,0.06564968706142837,0.046258504554853086,0.0,0.11190819161628146,0.06564968706142837,0.046258504554853086,0.0,0.11190819161628146,0.06564968706142837,0.046258504554853086,0.11190819161628146
1150,Sybil Attack,0.12304267416729442,0.050179047345157726,0.0,0.17322172151245213,0.12304267416729442,0.050179047345157726,0.0,0.17322172151245213,0.12304267416729442,0.050179047345157726,0.17322172151245213
1151,Sybil Attack,0.1238771170356687,0.05165942734081444,0.0,0.17553654437648314,0.1238771170356687,0.05165942734081444,0.0,0.17553654437648314,0.1238771170356687,0.05165942734081444,0.17553654437648314
1212,Sybil Attack,0.10868694214951044,0.0626398356901352,0.0,0.17132677783964564,0.10868694214951044,0.0626398356901352,0.0,0.17132677783964564,0.10868694214951044,0.0626398356901352,0.17132677783964564
1227,Sybil Attack,0.09898665988731874,0.046774766954606466,0.0,0.1457614268419252,0.09898665988731874,0.046774766954606466,0.0,0.1457614268419252,0.09898665988731874,0.046774766954606466,0.1457614268419252
1242,Sybil Attack,0.09206268236287302,0.05182230236019359,0.0,0.1438849847230666,0.09206268236287302,0.05182230236019359,0.0,0.1438849847230666,0.09206268236287302,0.05182230236019359,0.1438849847230666
