test_idx,label,W2_c2,W2_network,W2_physical,W2_combined,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three
15,Sybil Attack,0.09610904262380823,0.051172836565723544,0.0,0.14728187918953178,0.09610904262380823,0.051172836565723544,0.0,0.14728187918953178,0.09610904262380823,0.051172836565723544,0.14728187918953178
16,Sybil Attack,0.10771179508123202,0.06378401124903532,0.0,0.17149580633026734,0.10771179508123202,0.06378401124903532,0.0,0.17149580633026734,0.10771179508123202,0.06378401124903532,0.17149580633026734
28,Sybil Attack,0.09607734232885139,0.05641909353478178,0.0,0.15249643586363315,0.09607734232885139,0.05641909353478178,0.0,0.15249643586363315,0.09607734232885139,0.05641909353478178,0.15249643586363315
63,Sybil Attack,0.1260849001137849,0.06373520022430865,0.0,0.18982010033809354,0.1260849001137849,0.06373520022430865,0.0,0.18982010033809354,0.1260849001137849,0.06373520022430865,0.18982010033809354
104,Sybil Attack,0.11175557367429803,0.05100212679295536,0.016995383400155564,0.17975308386740896,0.11175557367429803,0.05100212679295536,0.016995383400155564,0.1627577004672534,0.1287509570744536,0.06799751019311093,0.17975308386740896
128,Sybil Attack,0.09610904262380823,0.051002125503398124,0.0,0.14711116812720637,0.09610904262380823,0.051002125503398124,0.0,0.14711116812720637,0.09610904262380823,0.051002125503398124,0.14711116812720637
141,Sybil Attack,0.08535224706516839,0.03303465417187001,0.03654264781825678,0.15492954905529518,0.08535224706516839,0.03303465417187001,0.03654264781825678,0.1183869012370384,0.12189489488342517,0.0695773019901268,0.15492954905529518
169,Sybil Attack,0.09750625778416197,0.051002345478270164,0.0,0.14850860326243215,0.09750625778416197,0.051002345478270164,0.0,0.14850860326243215,0.09750625778416197,0.051002345478270164,0.14850860326243215
171,Sybil Attack,0.09651139973981253,0.05100212713623349,0.0,0.14751352687604602,0.09651139973981253,0.05100212713623349,0.0,0.14751352687604602,0.09651139973981253,0.05100212713623349,0.14751352687604602
191,Sybil Attack,0.06723790913586657,0.05148690399775078,0.0009783286531770546,0.1197031417867944,0.06723790913586657,0.05148690399775078,0.0009783286531770546,0.11872481313361735,0.06821623778904362,0.05246523265092783,0.1197031417867944
214,Sybil Attack,0.0789730168787886,0.04602506351948793,0.0,0.12499808039827653,0.0789730168787886,0.04602506351948793,0.0,0.12499808039827653,0.0789730168787886,0.04602506351948793,0.12499808039827653
240,Sybil Attack,0.10554891103154201,0.051002125503398124,0.0,0.15655103653494012,0.10554891103154201,0.051002125503398124,0.0,0.15655103653494012,0.10554891103154201,0.051002125503398124,0.15655103653494012
254,Sybil Attack,0.07178919726021517,0.0512498839348728,0.0,0.12303908119508797,0.07178919726021517,0.0512498839348728,0.0,0.12303908119508797,0.07178919726021517,0.0512498839348728,0.12303908119508797
256,Sybil Attack,0.1021383407557826,0.06536053537048118,0.0,0.1674988761262638,0.1021383407557826,0.06536053537048118,0.0,0.1674988761262638,0.1021383407557826,0.06536053537048118,0.1674988761262638
294,Sybil Attack,0.11398896893931357,0.05240224618973914,0.0,0.1663912151290527,0.11398896893931357,0.05240224618973914,0.0,0.1663912151290527,0.11398896893931357,0.05240224618973914,0.1663912151290527
300,Sybil Attack,0.10453328066899395,0.051002126791627085,0.016995383400155564,0.1725307908607766,0.10453328066899395,0.051002126791627085,0.016995383400155564,0.15553540746062103,0.12152866406914951,0.06799751019178266,0.1725307908607766
356,Sybil Attack,0.08168808987276424,0.0510021267930048,0.009103115160433854,0.1417933318262029,0.08168808987276424,0.0510021267930048,0.009103115160433854,0.13269021666576905,0.0907912050331981,0.06010524195343866,0.1417933318262029
368,Sybil Attack,0.10052562400581849,0.05100212713623349,0.0,0.15152775114205197,0.10052562400581849,0.05100212713623349,0.0,0.15152775114205197,0.10052562400581849,0.05100212713623349,0.15152775114205197
369,Sybil Attack,0.09246526808103973,0.051002345478270164,0.0,0.1434676135593099,0.09246526808103973,0.051002345478270164,0.0,0.1434676135593099,0.09246526808103973,0.051002345478270164,0.1434676135593099
380,Sybil Attack,0.1261427205455754,0.05100212679157765,0.0,0.17714484733715305,0.1261427205455754,0.05100212679157765,0.0,0.17714484733715305,0.1261427205455754,0.05100212679157765,0.17714484733715305
391,Sybil Attack,0.10975157339141353,0.05244114388312156,0.0,0.1621927172745351,0.10975157339141353,0.05244114388312156,0.0,0.1621927172745351,0.10975157339141353,0.05244114388312156,0.1621927172745351
404,Sybil Attack,0.09533827359109108,0.05100212679295536,0.0,0.14634040038404644,0.09533827359109108,0.05100212679295536,0.0,0.14634040038404644,0.09533827359109108,0.05100212679295536,0.14634040038404644
424,Sybil Attack,0.06521302831212378,0.051028594355949045,0.016995383400155564,0.1332370060682284,0.06521302831212378,0.051028594355949045,0.016995383400155564,0.11624162266807282,0.08220841171227934,0.06802397775610461,0.1332370060682284
427,Sybil Attack,0.09784752662117242,0.05194457057943377,0.0,0.14979209720060618,0.09784752662117242,0.05194457057943377,0.0,0.14979209720060618,0.09784752662117242,0.05194457057943377,0.14979209720060618
479,Sybil Attack,0.1261427205455754,0.05934487305810675,0.0,0.18548759360368217,0.1261427205455754,0.05934487305810675,0.0,0.18548759360368217,0.1261427205455754,0.05934487305810675,0.18548759360368217
486,Sybil Attack,0.11442410002877706,0.06367559463168927,0.0,0.17809969466046632,0.11442410002877706,0.06367559463168927,0.0,0.17809969466046632,0.11442410002877706,0.06367559463168927,0.17809969466046632
530,Sybil Attack,0.07858191692903396,0.06427541354310225,0.0,0.14285733047213622,0.07858191692903396,0.06427541354310225,0.0,0.14285733047213622,0.07858191692903396,0.06427541354310225,0.14285733047213622
664,Sybil Attack,0.1156164947169008,0.05287697926307248,0.0,0.16849347397997327,0.1156164947169008,0.05287697926307248,0.0,0.16849347397997327,0.1156164947169008,0.05287697926307248,0.16849347397997327
722,Sybil Attack,0.07443149192442618,0.054371487961108224,0.0,0.1288029798855344,0.07443149192442618,0.054371487961108224,0.0,0.1288029798855344,0.07443149192442618,0.054371487961108224,0.1288029798855344
770,Sybil Attack,0.10034470124216267,0.05639331995345144,0.0,0.1567380211956141,0.10034470124216267,0.05639331995345144,0.0,0.1567380211956141,0.10034470124216267,0.05639331995345144,0.1567380211956141
778,Sybil Attack,0.10897329971697418,0.05100212713623349,0.0,0.15997542685320768,0.10897329971697418,0.05100212713623349,0.0,0.15997542685320768,0.10897329971697418,0.05100212713623349,0.15997542685320768
783,Sybil Attack,0.09605122219201774,0.051514566029935205,0.0,0.14756578822195293,0.09605122219201774,0.051514566029935205,0.0,0.14756578822195293,0.09605122219201774,0.051514566029935205,0.14756578822195293
