window_idx,start_pos,majority_label,attack_frac,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three,Z2_c2,Z2_network,Z2_physical,Z2_c2_only,Z2_network_only,Z2_physical_only,Z2_c2_network,Z2_c2_physical,Z2_network_physical,Z2_all_three
0,0,Wormhole Attack,0.85,1.5977964923927588,0.4623254016024799,1.1551825695738218,1.5977964923927588,0.4623254016024799,1.1551825695738218,2.060121893995239,2.7529790619665806,1.6175079711763019,3.2153044635690606,2.9162111251871408,4.818262683127787,3.9746160522525753,2.9162111251871408,4.818262683127787,3.9746160522525753,7.734473808314927,6.890827177439716,8.792878735380363,11.709089860567502
1,100,Blackhole Attack,0.77,2.0062367439309736,0.47089500288785174,1.0531198832975255,2.0062367439309736,0.47089500288785174,1.0531198832975255,2.4771317468188254,3.059356627228499,1.5240148861853773,3.530251630116351,4.1847331653905915,4.944213989171562,3.428266976769904,4.1847331653905915,4.944213989171562,3.428266976769904,9.128947154562153,7.613000142160495,8.372480965941467,12.557214131332056
2,200,Normal Traffic,0.69,1.9628460134988786,0.4202190419959448,1.1259669186921717,1.9628460134988786,0.4202190419959448,1.1259669186921717,2.383065055494823,3.0888129321910505,1.5461859606881165,3.509031974186995,4.049971477025288,4.199406471667323,3.8182225216570442,4.049971477025288,4.199406471667323,3.8182225216570442,8.249377948692612,7.868193998682332,8.017628993324367,12.067600470349657
3,300,Sybil Attack,0.83,1.817293868299577,0.4783053779005206,0.9950785228962037,1.817293868299577,0.4783053779005206,0.9950785228962037,2.2955992462000974,2.8123723911957805,1.4733839007967242,3.290677769096301,3.5979197914021044,5.053127622377929,3.1175673004046005,3.5979197914021044,5.053127622377929,3.1175673004046005,8.651047413780033,6.715487091806705,8.170694922782529,11.768614714184633
4,400,Normal Traffic,0.74,1.9471949647165883,0.4918227835247316,0.9077215206263383,1.9471949647165883,0.4918227835247316,0.9077215206263383,2.43901774824132,2.8549164853429265,1.3995443041510698,3.3467392688676583,4.001362897783002,5.251799046636492,2.6499388343276395,4.001362897783002,5.251799046636492,2.6499388343276395,9.253161944419494,6.651301732110642,7.901737880964132,11.903100778747135
5,500,Normal Traffic,0.75,1.9331867763409243,0.4422593739158199,1.0258858993001059,1.9331867763409243,0.4422593739158199,1.0258858993001059,2.375446150256744,2.95907267564103,1.4681452732159257,3.40133204955685,3.9578566673590183,4.523343198535254,3.2824814549346266,3.9578566673590183,4.523343198535254,3.2824814549346266,8.481199865894272,7.240338122293645,7.80582465346988,11.763681320828898
6,600,Blackhole Attack,0.81,1.9376033267767527,0.39793083930523965,1.1616703695838884,1.9376033267767527,0.39793083930523965,1.1616703695838884,2.3355341660819926,3.0992736963606413,1.559601208889128,3.497204535665881,3.9715734632634843,3.871826675970808,4.009345723464841,3.9715734632634843,3.871826675970808,4.009345723464841,7.8434001392342925,7.980919186728325,7.881172399435648,11.852745862699134
7,700,Blackhole Attack,0.79,1.958726816950361,0.45824538807615445,0.9922959414247093,1.958726816950361,0.45824538807615445,0.9922959414247093,2.4169722050265157,2.9510227583750703,1.4505413295008638,3.409268146451225,4.037178194311242,4.758296878978398,3.10267193687977,4.037178194311242,4.758296878978398,3.10267193687977,8.79547507328964,7.139850131191012,7.860968815858168,11.89814701016941
8,800,Wormhole Attack,0.77,1.996379299063041,0.3791717311452521,1.2319196785121411,1.996379299063041,0.3791717311452521,1.2319196785121411,2.375551030208293,3.2282989775751822,1.6110914096573932,3.607470708720434,4.154118195323439,3.5961155787695875,4.385395447282086,4.154118195323439,3.5961155787695875,4.385395447282086,7.750233774093026,8.539513642605524,7.981511026051674,12.135629221375112
9,900,Wormhole Attack,0.76,1.8867213825227411,0.41945597501057186,1.1792025137116153,1.8867213825227411,0.41945597501057186,1.1792025137116153,2.306177357533313,3.0659238962343567,1.598658488722187,3.4853798712449287,3.813545777472143,4.188191331055044,4.103196582038971,3.813545777472143,4.188191331055044,4.103196582038971,8.001737108527188,7.916742359511114,8.291387913094015,12.10493369056616
10,1000,Normal Traffic,0.76,1.7854075481414073,0.4475643890604164,0.9170539139105405,1.7854075481414073,0.4475643890604164,0.9170539139105405,2.2329719372018237,2.702461462051948,1.3646183029709569,3.150025851112364,3.498888171111769,4.601313405525454,2.6998958228107925,3.498888171111769,4.601313405525454,2.6998958228107925,8.100201576637224,6.198783993922562,7.301209228336247,10.800097399448017
11,1100,Sybil Attack,0.76,1.8654474697287946,0.42455498746010306,1.064125272352976,1.8654474697287946,0.42455498746010306,1.064125272352976,2.2900024571888977,2.9295727420817705,1.488680259813079,3.3541277295418737,3.74747386815651,4.263133823262727,3.4871796348151283,3.74747386815651,4.263133823262727,3.4871796348151283,8.010607691419237,7.234653502971638,7.750313458077855,11.497787326234365
12,1200,Normal Traffic,0.7,1.933615858948611,0.40240474443815,1.074151810119099,1.933615858948611,0.40240474443815,1.074151810119099,2.336020603386761,3.00776766906771,1.476556554557249,3.41017241350586,3.9591892998379876,3.937581683215764,3.5408524298264594,3.9591892998379876,3.937581683215764,3.5408524298264594,7.896770983053752,7.5000417296644475,7.478434113042224,11.437623412880212
13,1300,Normal Traffic,0.77,1.739225915192027,0.4088419332512611,1.1899974186767517,1.739225915192027,0.4088419332512611,1.1899974186767517,2.1480678484432882,2.9292233338687788,1.5988393519280129,3.33806526712004,3.3554585776075805,4.0321919586839705,4.1609825032488,3.3554585776075805,4.0321919586839705,4.1609825032488,7.3876505362915506,7.51644108085638,8.19317446193277,11.54863303954035
14,1400,Normal Traffic,0.74,1.7969620593280347,0.44619655861282015,1.04986501214655,1.7969620593280347,0.44619655861282015,1.04986501214655,2.2431586179408547,2.8468270714745847,1.49606157075937,3.2930236300874047,3.534773841167093,4.58120978277987,3.410843411811633,3.534773841167093,4.58120978277987,3.410843411811633,8.115983623946963,6.945617252978726,7.992053194591502,11.526827035758597
15,1500,Sybil Attack,0.78,1.8830975763922608,0.5386499358608398,1.1809692846019533,1.8830975763922608,0.5386499358608398,1.1809692846019533,2.4217475122531007,3.064066860994214,1.7196192204627931,3.602716796855054,3.802291064136162,5.940038884015077,4.1126542367190835,3.802291064136162,5.940038884015077,4.1126542367190835,9.742329948151239,7.914945300855246,10.05269312073416,13.854984184870322
16,1600,Normal Traffic,0.75,1.9518249348251189,0.49753340374392935,1.1173058153696545,1.9518249348251189,0.49753340374392935,1.1173058153696545,2.449358338569048,3.0691307501947733,1.6148392191135839,3.5666641539387025,4.015742526397065,5.3357306148595915,3.7718589977722514,4.015742526397065,5.3357306148595915,3.7718589977722514,9.351473141256657,7.787601524169316,9.107589612631843,13.123332139028907
17,1700,Wormhole Attack,0.77,1.824615257692255,0.40472553092750013,1.0649048592322836,1.824615257692255,0.40472553092750013,1.0649048592322836,2.229340788619755,2.8895201169245386,1.4696303901597838,3.2942456478520388,3.620658352977628,3.97169133192035,3.491352820788454,3.620658352977628,3.97169133192035,3.491352820788454,7.592349684897979,7.112011173766082,7.463044152708804,11.083702505686432
18,1800,Blackhole Attack,0.78,2.01841765255429,0.4262113292292111,1.1003821400919056,2.01841765255429,0.4262113292292111,1.1003821400919056,2.4446289817835014,3.118799792646196,1.5265934693211167,3.5450111218754072,4.222564282671978,4.287477827391614,3.681265317759398,4.222564282671978,4.287477827391614,3.681265317759398,8.51004211006359,7.903829600431376,7.968743145151012,12.191307427822988
