window_idx,start_pos,majority_label,attack_frac,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three,Z2_c2,Z2_network,Z2_physical,Z2_c2_only,Z2_network_only,Z2_physical_only,Z2_c2_network,Z2_c2_physical,Z2_network_physical,Z2_all_three
0,0,Flooding Attack,0.88,0.7200808336909301,0.3019209494905297,0.47790766155168984,0.7200808336909301,0.3019209494905297,0.47790766155168984,1.0220017831814598,1.1979884952426199,0.7798286110422196,1.4999094447331496,2.0788195789822734,3.689385402116546,1.9517630140934774,2.0788195789822734,3.689385402116546,1.9517630140934774,5.768204981098819,4.030582593075751,5.641148416210023,7.719967995192296
1,25,Blackhole Attack,0.76,0.7633218342372268,0.16674156713901248,0.5235915029226035,0.7633218342372268,0.16674156713901248,0.5235915029226035,0.9300634013762392,1.2869133371598303,0.6903330700616159,1.4536549042988427,2.339620873816905,1.0904883014898314,2.3603827461918674,2.339620873816905,1.0904883014898314,2.3603827461918674,3.4301091753067365,4.700003620008772,3.450871047681699,5.790491921498604
2,50,Wormhole Attack,0.76,0.717403181696967,0.1721892207005022,0.610466001053848,0.717403181696967,0.1721892207005022,0.610466001053848,0.8895924023974693,1.3278691827508151,0.7826552217543501,1.5000584034513174,2.062669742060845,1.1952224022076359,3.137432860352643,2.062669742060845,1.1952224022076359,3.137432860352643,3.2578921442684807,5.200102602413487,4.332655262560278,6.395325004621124
3,75,Wormhole Attack,0.76,0.75038460442755,0.2359238499235916,0.48265918473233993,0.75038460442755,0.2359238499235916,0.48265918473233993,0.9863084543511416,1.2330437891598898,0.7185830346559315,1.4689676390834814,2.2615920066928794,2.4205552911143196,1.9942630769356688,2.2615920066928794,2.4205552911143196,1.9942630769356688,4.682147297807199,4.255855083628548,4.414818368049988,6.676410374742868
4,100,Blackhole Attack,0.8,1.0083322341161742,0.19191043634541427,0.5190110670785211,1.0083322341161742,0.19191043634541427,0.5190110670785211,1.2002426704615885,1.5273433011946953,0.7109215034239353,1.7192537375401096,3.8173625710277705,1.5743734921802033,2.319412976327145,3.8173625710277705,1.5743734921802033,2.319412976327145,5.391736063207974,6.136775547354915,3.8937864685073484,7.711149039535119
5,125,Sybil Attack,0.72,0.5259052803697208,0.30941571456213035,0.40961440803339694,0.5259052803697208,0.30941571456213035,0.40961440803339694,0.8353209949318512,0.9355196884031178,0.7190301225955273,1.2449354029652482,0.9076802646367922,3.8334763342959137,1.3409130916843763,0.9076802646367922,3.8334763342959137,1.3409130916843763,4.741156598932706,2.2485933563211686,5.17438942598029,6.082069690617082
6,150,Flooding Attack,0.84,0.6068632263156891,0.259327262719057,0.48261800873169086,0.6068632263156891,0.259327262719057,0.48261800873169086,0.866190489034746,1.08948123504738,0.7419452714507478,1.348808497766437,1.395965384386847,2.8704986227145652,1.9938947776453901,1.395965384386847,2.8704986227145652,1.9938947776453901,4.266464007101412,3.389860162032237,4.864393400359956,6.260358784746802
7,175,Normal Traffic,0.68,0.8955340399130682,0.2684216516434999,0.4527708460775289,0.8955340399130682,0.2684216516434999,0.4527708460775289,1.163955691556568,1.348304885990597,0.7211924977210288,1.616726537634097,3.137038001024319,3.0453431929186627,1.7269264308153034,3.137038001024319,3.0453431929186627,1.7269264308153034,6.182381193942982,4.863964431839622,4.772269623733966,7.909307624758285
8,200,Sybil Attack,0.84,0.9439696186668928,0.33502769840332997,0.42076621587170976,0.9439696186668928,0.33502769840332997,0.42076621587170976,1.2789973170702227,1.3647358345386025,0.7557939142750397,1.6997635329419325,3.4291695774326287,4.32588064468922,1.4406605865219142,3.4291695774326287,4.32588064468922,1.4406605865219142,7.755050222121849,4.869830163954543,5.766541231211134,9.195710808643764
9,225,Wormhole Attack,0.76,0.9258841259556977,0.2866527795289007,0.5103593728436497,0.9258841259556977,0.2866527795289007,0.5103593728436497,1.2125369054845985,1.4362434987993473,0.7970121523725504,1.7228962783282482,3.320089772219705,3.395846535797646,2.242027781160498,3.320089772219705,3.395846535797646,2.242027781160498,6.715936308017351,5.562117553380203,5.637874316958143,8.95796408917785
10,250,Sybil Attack,0.8,0.7251967738670164,0.27213189756439154,0.49827484333133654,0.7251967738670164,0.27213189756439154,0.49827484333133654,0.997328671431408,1.2234716171983528,0.770406740895728,1.4956035147627444,2.109675567635711,3.1166746874016242,2.1339375447952067,2.109675567635711,3.1166746874016242,2.1339375447952067,5.226350255037335,4.243613112430918,5.250612232196831,7.360287799832542
11,275,Sybil Attack,0.76,0.7591216283379444,0.35032121566658925,0.3104891159795664,0.7591216283379444,0.35032121566658925,0.3104891159795664,1.1094428440045336,1.0696107443175107,0.6608103316461557,1.4199319599841,2.3142879924481665,4.619906826659144,0.4542855869097961,2.3142879924481665,4.619906826659144,0.4542855869097961,6.934194819107311,2.7685735793579624,5.07419241356894,7.3884804060171065
12,300,Blackhole Attack,0.8,0.8120854938320903,0.32272930191665405,0.4413760046624267,0.8120854938320903,0.32272930191665405,0.4413760046624267,1.1348147957487442,1.253461498494517,0.7641053065790808,1.5761908004111709,2.633731218224854,4.089437287606363,1.6250051188893058,2.633731218224854,4.089437287606363,1.6250051188893058,6.723168505831216,4.2587363371141596,5.714442406495669,8.348173624720522
13,325,Wormhole Attack,0.76,0.836188682533687,0.22508069234548572,0.42823538003792294,0.836188682533687,0.22508069234548572,0.42823538003792294,1.0612693748791728,1.26442406257161,0.6533160723834086,1.4895047549170957,2.779105810477629,2.2120896930240814,1.5074686256230247,2.779105810477629,2.2120896930240814,1.5074686256230247,4.991195503501711,4.286574436100654,3.719558318647106,6.498664129124736
14,350,Wormhole Attack,0.84,0.7652624358958107,0.29128389552723916,0.5637171100300028,0.7652624358958107,0.29128389552723916,0.5637171100300028,1.0565463314230499,1.3289795459258134,0.8550010055572419,1.6202634414530528,2.351325307546995,3.484882258045956,2.7192867773434592,2.351325307546995,3.484882258045956,2.7192867773434592,5.836207565592951,5.070612084890454,6.204169035389415,8.55549434293641
15,375,Wormhole Attack,0.88,0.6204614210915543,0.2590009665844887,0.5823366728739064,0.6204614210915543,0.2590009665844887,0.5823366728739064,0.879462387676043,1.2027980939654608,0.8413376394583951,1.4617990605499496,1.4779807577629125,2.8642254021736537,2.885829707026014,1.4779807577629125,2.8642254021736537,2.885829707026014,4.342206159936566,4.363810464788926,5.750055109199668,7.22803586696258
16,400,Wormhole Attack,0.88,0.5555797445196298,0.18927121327470303,0.48068540913881747,0.5555797445196298,0.18927121327470303,0.48068540913881747,0.7448509577943327,1.0362651536584473,0.6699566224135205,1.2255363669331503,1.0866571286326676,1.5236329941318958,1.976608614656562,1.0866571286326676,1.5236329941318958,1.976608614656562,2.6102901227645634,3.0632657432892296,3.500241608788458,4.586898737421126
17,425,Blackhole Attack,0.8,0.8000764154606158,0.18354325012049807,0.4963955441180329,0.8000764154606158,0.18354325012049807,0.4963955441180329,0.9836196655811139,1.2964719595786487,0.679938794238531,1.4800152096991468,2.561300350541813,1.4135097891356656,2.1171281277665903,2.561300350541813,1.4135097891356656,2.1171281277665903,3.9748101396774786,4.678428478308403,3.530637916902256,6.091938267444069
18,450,Blackhole Attack,0.84,0.8536425675137,0.2045525965192625,0.40309399579668187,0.8536425675137,0.2045525965192625,0.40309399579668187,1.0581951640329625,1.256736563310382,0.6076465923159444,1.4612891598296445,2.8843761729848163,1.8174258929970348,1.2825911769464018,2.8843761729848163,1.8174258929970348,1.2825911769464018,4.701802065981851,4.166967349931218,3.1000170699434366,5.9843932429282525
19,475,Blackhole Attack,0.88,0.806921488074329,0.269452502769665,0.4276765670851141,0.806921488074329,0.269452502769665,0.4276765670851141,1.076373990843994,1.234598055159443,0.6971290698547791,1.5040505579291081,2.6025853295742043,3.0651618661243267,1.502470315668835,2.6025853295742043,3.0651618661243267,1.502470315668835,5.6677471956985315,4.10505564524304,4.5676321817931615,7.170217511367366
20,500,Normal Traffic,0.72,0.7010531581534796,0.23094863767976764,0.3753719612670818,0.7010531581534796,0.23094863767976764,0.3753719612670818,0.9320017958332472,1.0764251194205614,0.6063205989468494,1.307373757100329,1.9640571462178598,2.3249041315177057,1.0346310671400543,1.9640571462178598,2.3249041315177057,1.0346310671400543,4.288961277735566,2.998688213357914,3.3595351986577597,5.32359234487562
21,525,Wormhole Attack,0.76,0.907245021795987,0.2147175371570696,0.44422400300602777,0.907245021795987,0.2147175371570696,0.44422400300602777,1.1219625589530566,1.3514690248020147,0.6589415401630974,1.5661865619590845,3.207670946614467,2.0128524017744143,1.6504790782862462,3.207670946614467,2.0128524017744143,1.6504790782862462,5.220523348388881,4.858150024900713,3.6633314800606604,6.871002426675128
22,550,Blackhole Attack,0.84,0.9777255921536454,0.20321747437002283,0.5902130759948052,0.9777255921536454,0.20321747437002283,0.5902130759948052,1.1809430665236682,1.5679386681484506,0.793430550364828,1.7711561425184734,3.6327634231467876,1.7917574439903765,2.9562803004213785,3.6327634231467876,1.7917574439903765,2.9562803004213785,5.424520867137164,6.589043723568166,4.748037744411755,8.380801167558543
