window_idx,start_pos,majority_label,attack_frac,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three,Z2_c2,Z2_network,Z2_physical,Z2_c2_only,Z2_network_only,Z2_physical_only,Z2_c2_network,Z2_c2_physical,Z2_network_physical,Z2_all_three
0,0,Sybil Attack,1.0,1.3398043269671251,0.21202521378873251,0.8734794783620397,1.3398043269671251,0.21202521378873251,0.8734794783620397,1.5518295407558576,2.213283805329165,1.085504692150772,2.425309019117897,3.6514192459042767,1.5091412703569933,3.984953073247303,3.6514192459042767,1.5091412703569933,3.984953073247303,5.16056051626127,7.6363723191515795,5.494094343604296,9.145513589508573
1,50,Sybil Attack,1.0,1.284666406550311,0.21195368660711725,0.8584945879877142,1.284666406550311,0.21195368660711725,0.8584945879877142,1.4966200931574283,2.143160994538025,1.0704482745948314,2.3551146811451424,3.4035167103611146,1.5079526488413582,3.875189684602588,3.4035167103611146,1.5079526488413582,3.875189684602588,4.9114693592024725,7.278706394963702,5.3831423334439465,8.786659043805061
2,100,Sybil Attack,1.0,1.257805110914526,0.1772217806463065,0.8276664030179198,1.257805110914526,0.1772217806463065,0.8276664030179198,1.4350268915608326,2.085471513932446,1.0048881836642263,2.2626932945787526,3.28274713389274,0.9307861818877579,3.6493751498597535,3.28274713389274,0.9307861818877579,3.6493751498597535,4.213533315780498,6.932122283752493,4.580161331747512,7.862908465640251
3,150,Sybil Attack,1.0,1.2026146266930167,0.1840860233964386,0.8668105138482775,1.2026146266930167,0.1840860233964386,0.8668105138482775,1.3867006500894552,2.069425140541294,1.050896537244716,2.2535111639377328,3.03460826915248,1.0448545183872249,3.9361033235663787,3.03460826915248,1.0448545183872249,3.9361033235663787,4.079462787539705,6.9707115927188585,4.980957841953604,8.015566111106084
4,200,Sybil Attack,1.0,1.3074205629855997,0.21196313797882044,0.8803594378380705,1.3074205629855997,0.21196313797882044,0.8803594378380705,1.5193837009644202,2.18778000082367,1.0923225758168909,2.399743138802491,3.5058204068337453,1.5081097094650957,4.035348347884836,3.5058204068337453,1.5081097094650957,4.035348347884836,5.013930116298841,7.541168754718582,5.543458057349932,9.049278464183677
5,250,Sybil Attack,1.0,1.2474954840267214,0.21123196585919968,0.868508104754697,1.2474954840267214,0.21123196585919968,0.868508104754697,1.458727449885921,2.1160035887814184,1.0797400706138967,2.327235554640618,3.236394594176509,1.495959266886659,3.948538071219943,3.236394594176509,1.495959266886659,3.948538071219943,4.732353861063168,7.1849326653964525,5.444497338106602,8.68089193228311
6,300,Sybil Attack,1.0,1.2271346577713964,0.17926146100136484,0.8438148953420508,1.2271346577713964,0.17926146100136484,0.8438148953420508,1.4063961187727612,2.070949553113447,1.0230763563434155,2.2502110141148117,3.1448514163364245,0.9646810998796469,3.7676618503108115,3.1448514163364245,0.9646810998796469,3.7676618503108115,4.109532516216071,6.912513266647236,4.732342950190459,7.877194366526883
7,350,Sybil Attack,1.0,1.2283374723210105,0.17855522928697756,0.8672515999901644,1.2283374723210105,0.17855522928697756,0.8672515999901644,1.4068927016079882,2.095589072311175,1.045806829277142,2.2741443015981524,3.150259323895931,0.9529451109620386,3.9393342520822583,3.150259323895931,0.9529451109620386,3.9393342520822583,4.10320443485797,7.089593575978189,4.892279363044297,8.042538686940228
8,400,Sybil Attack,1.0,1.2763761800817768,0.21045027587291085,0.8821928196179034,1.2763761800817768,0.21045027587291085,0.8821928196179034,1.4868264559546875,2.15856899969968,1.0926430954908142,2.369019275572591,3.3662434844896874,1.482969330539705,4.048777755228298,3.3662434844896874,1.482969330539705,4.048777755228298,4.849212815029392,7.415021239717985,5.531747085768003,8.89799057025769
9,450,Sybil Attack,1.0,1.2854960225279102,0.18472791004583283,0.8632603721939544,1.2854960225279102,0.18472791004583283,0.8632603721939544,1.470223932573743,2.1487563947218646,1.0479882822397872,2.333484304767697,3.407246700589604,1.055521236477317,3.9100987570721912,3.407246700589604,1.055521236477317,3.9100987570721912,4.462767937066921,7.317345457661795,4.965619993549508,8.372866694139113
10,500,Sybil Attack,1.0,1.2368920165703219,0.17319599779884884,0.8123785499109679,1.2368920165703219,0.17319599779884884,0.8123785499109679,1.4100880143691708,2.04927056648129,0.9855745477098168,2.222466564280139,3.188720934232141,0.8638866899505377,3.5373925780688533,3.188720934232141,0.8638866899505377,3.5373925780688533,4.052607624182679,6.726113512300994,4.401279268019391,7.590000202251533
11,550,Sybil Attack,1.0,1.225874915414008,0.17614825473214163,0.8732236354437106,1.225874915414008,0.17614825473214163,0.8732236354437106,1.4020231701461496,2.0990985508577187,1.0493718901758522,2.2752468055898603,3.1391875588284353,0.9129465862214332,3.9830790398059466,3.1391875588284353,0.9129465862214332,3.9830790398059466,4.052134145049869,7.122266598634382,4.89602562602738,8.035213184855815
