window_idx,start_pos,majority_label,attack_frac,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three,Z2_c2,Z2_network,Z2_physical,Z2_c2_only,Z2_network_only,Z2_physical_only,Z2_c2_network,Z2_c2_physical,Z2_network_physical,Z2_all_three
0,0,Sybil Attack,1.0,1.6348620450609332,0.2653216620099933,1.0907312598569914,1.6348620450609332,0.2653216620099933,1.0907312598569914,1.9001837070709264,2.7255933049179246,1.3560529218669846,2.990914966927918,3.0313282575334908,1.9372160508927467,3.6296034451758628,3.0313282575334908,1.9372160508927467,3.6296034451758628,4.968544308426237,6.6609317027093535,5.566819496068609,8.598147753602099
1,100,Sybil Attack,1.0,1.5253848588773136,0.21752629038779736,1.0494600210919904,1.5253848588773136,0.21752629038779736,1.0494600210919904,1.7429111492651108,2.5748448799693042,1.266986311479788,2.792371170357101,2.6913171468499373,1.2306118862696562,3.408675464873235,2.6913171468499373,1.2306118862696562,3.408675464873235,3.9219290331195937,6.099992611723172,4.639287351142891,7.330604497992828
2,200,Sybil Attack,1.0,1.6379585586433687,0.26538427128732966,1.0986541390006377,1.6379585586433687,0.26538427128732966,1.0986541390006377,1.9033428299306983,2.7366126976440066,1.3640384102879675,3.001996968931336,3.040945320769339,1.938141663030667,3.6720152006686964,3.040945320769339,1.938141663030667,3.6720152006686964,4.979086983800006,6.712960521438035,5.6101568636993635,8.651102184468701
3,300,Sybil Attack,1.0,1.4847770325282184,0.21344137109960076,1.0666953407803286,1.4847770325282184,0.21344137109960076,1.0666953407803286,1.6982184036278192,2.551472373308547,1.2801367118799294,2.7649137444081475,2.565198522315298,1.1702206625334972,3.500937400365313,2.565198522315298,1.1702206625334972,3.500937400365313,3.735419184848795,6.066135922680611,4.67115806289881,7.236356585214108
4,400,Sybil Attack,1.0,1.6519632577624799,0.2538632582815433,1.1043070456954338,1.6519632577624799,0.2538632582815433,1.1043070456954338,1.9058265160440233,2.7562703034579137,1.3581703039769772,3.0101335617394573,3.084440714360213,1.7678156357551542,3.7022756264831886,3.084440714360213,1.7678156357551542,3.7022756264831886,4.8522563501153675,6.786716340843402,5.470091262238343,8.554531976598556
5,500,Sybil Attack,1.0,1.462065952846977,0.2072588473734181,1.0488499454930444,1.462065952846977,0.2072588473734181,1.0488499454930444,1.669324800220395,2.5109158983400217,1.2561087928664625,2.7181747457134398,2.49466310122501,1.0788185693071108,3.405409685266412,2.49466310122501,1.0788185693071108,3.405409685266412,3.5734816705321206,5.900072786491422,4.484228254573523,6.978891355798533
6,600,Sybil Attack,1.0,1.5823251898266337,0.22888985664399744,1.068481904349214,1.5823251898266337,0.22888985664399744,1.068481904349214,1.8112150464706311,2.650807094175848,1.2973717609932114,2.879696950819845,2.8681607965971594,1.3986102293952596,3.5105010067112126,2.8681607965971594,1.3986102293952596,3.5105010067112126,4.266771025992419,6.378661803308372,4.909111236106472,7.777272032703632
7,700,Sybil Attack,1.0,1.4119100695638571,0.20633484409729413,1.070998075668871,1.4119100695638571,0.20633484409729413,1.070998075668871,1.6182449136611512,2.482908145232728,1.2773329197661651,2.6892429893300225,2.338890394811042,1.0651581553198417,3.5239702570749465,2.338890394811042,1.0651581553198417,3.5239702570749465,3.404048550130884,5.862860651885988,4.589128412394788,6.928018807205831
8,800,Sybil Attack,1.0,1.556252381337995,0.22466882251074569,1.0515816875927246,1.556252381337995,0.22466882251074569,1.0515816875927246,1.7809212038487405,2.6078340689307193,1.2762505101034702,2.8325028914414654,2.7871846144180448,1.3362066912211406,3.4200329018901354,2.7871846144180448,1.3362066912211406,3.4200329018901354,4.123391305639185,6.20721751630818,4.756239593111276,7.54342420752932
9,900,Sybil Attack,1.0,1.5645543400853816,0.21041196896230788,1.0934381414620433,1.5645543400853816,0.21041196896230788,1.0934381414620433,1.7749663090476895,2.657992481547425,1.3038501104243512,2.8684044505097326,2.812968600223211,1.1254341467292104,3.644093581741126,2.812968600223211,1.1254341467292104,3.644093581741126,3.938402746952421,6.4570621819643375,4.769527728470337,7.582496328693548
10,1000,Sybil Attack,1.0,1.49397570795773,0.17922343075369143,1.0708928156073125,1.49397570795773,0.17922343075369143,1.0708928156073125,1.6731991387114216,2.5648685235650426,1.250116246361004,2.7440919543187343,2.593767505120172,0.6643445006246398,3.523406792214125,2.593767505120172,0.6643445006246398,3.523406792214125,3.258112005744812,6.117174297334297,4.187751292838765,6.781518797958936
11,1100,Sybil Attack,1.0,1.5698878896839736,0.23233501967876166,1.0951848245842821,1.5698878896839736,0.23233501967876166,1.0951848245842821,1.8022229093627353,2.6650727142682555,1.3275198442630438,2.8974077339470172,2.829533385875095,1.4495433316088517,3.6534437051193502,2.829533385875095,1.4495433316088517,3.6534437051193502,4.279076717483947,6.482977090994446,5.1029870367282015,7.932520422603297
