window_idx,start_pos,majority_label,attack_frac,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three,Z2_c2,Z2_network,Z2_physical,Z2_c2_only,Z2_network_only,Z2_physical_only,Z2_c2_network,Z2_c2_physical,Z2_network_physical,Z2_all_three
0,0,Blackhole Attack,0.835,2.6680685711989587,0.6361039425125579,1.4704632988579174,2.6680685711989587,0.6361039425125579,1.4704632988579174,3.3041725137115163,4.138531870056876,2.1065672413704752,4.774635812569434,3.94158264492498,6.497077926905962,4.271184734010016,3.94158264492498,6.497077926905962,4.271184734010016,10.438660571830942,8.212767378934997,10.768262660915978,14.709845305840958
1,200,Normal Traffic,0.78,2.7512590445376834,0.6398342993909765,1.542776862916978,2.7512590445376834,0.6398342993909765,1.542776862916978,3.39109334392866,4.294035907454662,2.1826111623079543,4.933870206845638,4.121610888298281,6.546138332348081,4.580320366522213,4.121610888298281,6.546138332348081,4.580320366522213,10.66774922064636,8.701931254820494,11.126458698870294,15.248069587168573
2,400,Normal Traffic,0.76,2.4319088202293777,0.5981046920778337,1.412610824044283,2.4319088202293777,0.5981046920778337,1.412610824044283,3.030013512307211,3.8445196442736607,2.010715516122117,4.442624336351495,3.4305214210103046,5.997324500200454,4.023869287362937,3.4305214210103046,5.997324500200454,4.023869287362937,9.427845921210759,7.454390708373242,10.02119378756339,13.451715208573695
3,600,Wormhole Attack,0.77,2.541315137543367,0.5457490872763806,1.3336080964043417,2.541315137543367,0.5457490872763806,1.3336080964043417,3.0870642248197475,3.8749232339477087,1.8793571836807224,4.420672321224089,3.6672820298817403,5.308761104674743,3.6861379295333694,3.6672820298817403,5.308761104674743,3.6861379295333694,8.976043134556484,7.35341995941511,8.994899034208112,12.662181064089854
4,800,Blackhole Attack,0.875,2.452344803935437,0.5735642883383387,1.4403475422187144,2.452344803935437,0.5735642883383387,1.4403475422187144,3.0259090922737757,3.8926923461541514,2.013911830557053,4.46625663449249,3.4747458868722467,5.6745773217365825,4.14244189581109,3.4747458868722467,5.6745773217365825,4.14244189581109,9.149323208608829,7.617187782683336,9.817019217547672,13.29176510441992
5,1000,Sybil Attack,0.8,2.5928478157147596,0.5505625113144722,1.5179560910036605,2.5928478157147596,0.5505625113144722,1.5179560910036605,3.143410327029232,4.11080390671842,2.068518602318133,4.661366418032893,3.7788012598510563,5.372065646993419,4.474213232615805,3.7788012598510563,5.372065646993419,4.474213232615805,9.150866906844476,8.25301449246686,9.846278879609223,13.62508013946028
6,1200,Sybil Attack,0.795,2.387556933055404,0.6130975448422914,1.2164382403233576,2.387556933055404,0.6130975448422914,1.2164382403233576,3.0006544778976956,3.6039951733787614,1.8295357851656489,4.217092718221053,3.3345417731279006,6.194505482967471,3.1852446594772155,3.3345417731279006,6.194505482967471,3.1852446594772155,9.529047256095371,6.519786432605116,9.379750142444687,12.714291915572586
7,1400,Normal Traffic,0.77,2.5648652521593274,0.6124133709575201,1.7240861280766044,2.5648652521593274,0.6124133709575201,1.7240861280766044,3.1772786231168473,4.288951380235932,2.3364994990341246,4.9013647511934515,3.7182456269788338,6.185507456967874,5.355405305215949,3.7182456269788338,6.185507456967874,5.355405305215949,9.903753083946707,9.073650932194782,11.540912762183822,15.259158389162657
8,1600,Blackhole Attack,0.8,2.4998727365360502,0.5963119204594386,1.4711290795145506,2.4998727365360502,0.5963119204594386,1.4711290795145506,3.0961846569954887,3.9710018160506007,2.0674409999739893,4.567313736510039,3.5775986520249856,5.97374656775854,4.274030901628509,3.5775986520249856,5.97374656775854,4.274030901628509,9.551345219783526,7.8516295536534955,10.24777746938705,13.825376121412035
9,1800,Normal Traffic,0.77,2.7126767834272427,0.6349636373960662,1.3785045540230159,2.7126767834272427,0.6349636373960662,1.3785045540230159,3.347640420823309,4.091181337450259,2.013468191419082,4.726144974846324,4.038116992731643,6.4820810155738435,3.8780672723074354,4.038116992731643,6.4820810155738435,3.8780672723074354,10.520198008305487,7.916184265039078,10.360148287881279,14.398265280612922
10,2000,Wormhole Attack,0.775,2.447172602923179,0.5039025972532025,1.7088317076764576,2.447172602923179,0.5039025972532025,1.7088317076764576,2.9510752001763816,4.156004310599637,2.2127343049296604,4.6599069078528395,3.463552991517281,4.7584100702351115,5.290193681914477,3.463552991517281,4.7584100702351115,5.290193681914477,8.221963061752392,8.753746673431758,10.048603752149589,13.51215674366687
11,2200,Sybil Attack,0.815,2.692340467072509,0.6035939126290494,1.2916654585969762,2.692340467072509,0.6035939126290494,1.2916654585969762,3.295934379701558,3.984005925669485,1.8952593712260257,4.587599838298535,3.994108211880985,6.069516892129994,3.506835968185977,3.994108211880985,6.069516892129994,3.506835968185977,10.06362510401098,7.500944180066962,9.576352860315971,13.570461072196956
12,2400,Normal Traffic,0.74,2.4166108318959716,0.5219035021659819,1.5599463277553776,2.4166108318959716,0.5219035021659819,1.5599463277553776,2.9385143340619537,3.976557159651349,2.0818498299213593,4.498460661817331,3.3974158278302453,4.9951519483259705,4.653718676255358,3.3974158278302453,4.9951519483259705,4.653718676255358,8.392567776156216,8.051134504085603,9.648870624581328,13.046286452411575
13,2600,Blackhole Attack,0.84,2.7460216909881456,0.5809788797718787,1.6209225475220042,2.7460216909881456,0.5809788797718787,1.6209225475220042,3.327000570760024,4.36694423851015,2.201901427293883,4.947923118282028,4.1102769996736885,5.772091547257905,4.914387922904071,4.1102769996736885,5.772091547257905,4.914387922904071,9.882368546931595,9.02466492257776,10.686479470161977,14.796756469835666
