test_idx,label,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three
13225,Blackhole Attack,0.17690386257838592,4.12926560296176,1.4944283329765993,0.17690386257838592,4.12926560296176,1.4944283329765993,4.306169465540146,1.6713321955549851,5.623693935938359,5.800597798516745
4011,Blackhole Attack,1.9038568412651535,0.07223552171566075,1.4944283329765993,1.9038568412651535,0.07223552171566075,1.4944283329765993,1.9760923629808143,3.398285174241753,1.56666385469226,3.4705206959574135
3899,Blackhole Attack,1.6802883264555633,3.756272871661383,1.4944283329765993,1.6802883264555633,3.756272871661383,1.4944283329765993,5.436561198116946,3.1747166594321623,5.250701204637982,6.930989531093545
12883,Blackhole Attack,-0.3666482308189838,5.444457534802773,-0.20983715704038333,-0.3666482308189838,5.444457534802773,-0.20983715704038333,5.077809303983789,-0.5764853878593671,5.234620377762389,4.867972146943405
3354,Blackhole Attack,1.4983524151341583,0.289928209964712,1.4944283329765993,1.4983524151341583,0.289928209964712,1.4944283329765993,1.7882806250988703,2.9927807481107576,1.7843565429413113,3.2827089580754696
3527,Blackhole Attack,1.2242460415679037,0.12905616804868822,1.4944283329765993,1.2242460415679037,0.12905616804868822,1.4944283329765993,1.3533022096165919,2.718674374544503,1.6234845010252874,2.847730542593191
10464,Blackhole Attack,-0.36220799245367086,1.7685078857198038,-0.6677894566098102,-0.36220799245367086,1.7685078857198038,-0.6677894566098102,1.4062998932661328,-1.029997449063481,1.1007184291099936,0.7385104366563227
14058,Blackhole Attack,2.0930144907894404,0.07688224450261578,1.4944283329765993,2.0930144907894404,0.07688224450261578,1.4944283329765993,2.169896735292056,3.5874428237660396,1.571310577479215,3.6643250682686554
4780,Blackhole Attack,1.7928812815927373,0.33219703245501897,1.4944283329765993,1.7928812815927373,0.33219703245501897,1.4944283329765993,2.125078314047756,3.2873096145693363,1.8266253654316182,3.6195066470243553
11946,Blackhole Attack,-0.1688126331196052,0.07688222732249059,1.4944283329765993,-0.1688126331196052,0.07688222732249059,1.4944283329765993,-0.09193040579711462,1.3256156998569941,1.5713105602990898,1.4024979271794846
14050,Blackhole Attack,0.9812664008714279,0.2668079303248595,-0.8666166030529321,0.9812664008714279,0.2668079303248595,-0.8666166030529321,1.2480743311962874,0.11464979781849582,-0.5998086727280726,0.3814577281433553
4793,Blackhole Attack,-0.1547144637944625,0.07343136132234751,1.1991034623059749,-0.1547144637944625,0.07343136132234751,1.1991034623059749,-0.08128310247211498,1.0443889985115125,1.2725348236283223,1.1178203598338599
3577,Blackhole Attack,2.041546435151905,0.2994278559741798,1.4944283329765993,2.041546435151905,0.2994278559741798,1.4944283329765993,2.3409742911260847,3.5359747681285043,1.7938561889507791,3.835402624102684
10876,Blackhole Attack,-0.5792159724040904,0.07192868278404697,-0.527634876962085,-0.5792159724040904,0.07192868278404697,-0.527634876962085,-0.5072872896200434,-1.1068508493661753,-0.45570619417803804,-1.0349221665821284
12199,Blackhole Attack,-0.1688126331196052,-0.7505693326167565,1.4944283329765993,-0.1688126331196052,-0.7505693326167565,1.4944283329765993,-0.9193819657363618,1.3256156998569941,0.7438590003598428,0.5750463672402375
5040,Blackhole Attack,1.6779451433242067,-2.4446157876088996,1.4944283329765993,1.6779451433242067,-2.4446157876088996,1.4944283329765993,-0.7666706442846929,3.1723734763008062,-0.9501874546323004,0.7277576886919064
13126,Blackhole Attack,-0.6757198098359525,2.200662154364714,1.4944283329765993,-0.6757198098359525,2.200662154364714,1.4944283329765993,1.5249423445287613,0.8187085231406468,3.695090487341313,3.0193706775053606
4432,Blackhole Attack,-1.7390432290091,0.2715661040169423,1.4944283329765993,-1.7390432290091,0.2715661040169423,1.4944283329765993,-1.4674771249921577,-0.24461489603250075,1.7659944369935416,0.026951207984441616
13369,Blackhole Attack,1.3516442068561267,0.2720829292843091,1.4944283329765993,1.3516442068561267,0.2720829292843091,1.4944283329765993,1.623727136140436,2.846072539832726,1.7665112622609085,3.1181554691170352
3926,Blackhole Attack,1.442768038026304,0.3752115450244518,1.4944283329765993,1.442768038026304,0.3752115450244518,1.4944283329765993,1.8179795830507557,2.937196371002903,1.869639878001051,3.3124079160273547
10457,Blackhole Attack,-1.7307144199205036,0.42721174023278113,1.4944283329765993,-1.7307144199205036,0.42721174023278113,1.4944283329765993,-1.3035026796877225,-0.2362860869439043,1.9216400732093804,0.19092565328887678
3149,Blackhole Attack,1.4281798200816327,-1.8187164500766422,1.4944283329765993,1.4281798200816327,-1.8187164500766422,1.4944283329765993,-0.3905366299950095,2.922608153058232,-0.3242881171000429,1.1038917029815898
11785,Blackhole Attack,0.36924154917437074,-1.205197624088344,1.4944283329765993,0.36924154917437074,-1.205197624088344,1.4944283329765993,-0.8359560749139732,1.86366988215097,0.2892307088882553,0.6584722580626261
10174,Blackhole Attack,-0.5179359195718594,1.129563821400172,1.4944283329765993,-0.5179359195718594,1.129563821400172,1.4944283329765993,0.6116279018283126,0.9764924134047399,2.6239921543767712,2.106056234804912
4798,Blackhole Attack,1.0831530155191955,1.3857014257273153,1.4944283329765993,1.0831530155191955,1.3857014257273153,1.4944283329765993,2.4688544412465108,2.577581348495795,2.8801297587039145,3.96328277422311
3210,Blackhole Attack,1.047290927056717,0.28656674596272025,1.4944283329765993,1.047290927056717,0.28656674596272025,1.4944283329765993,1.3338576730194371,2.5417192600333163,1.7809950789393194,2.8282860059960364
4288,Blackhole Attack,-0.9038718566330881,0.06697569851848685,1.4944283329765993,-0.9038718566330881,0.06697569851848685,1.4944283329765993,-0.8368961581146013,0.5905564763435112,1.561404031495086,0.657532174861998
13352,Blackhole Attack,0.25011041164872067,0.3927386186597455,1.4944283329765993,0.25011041164872067,0.3927386186597455,1.4944283329765993,0.6428490303084662,1.74453874462532,1.8871669516363447,2.1372773632850652
5057,Blackhole Attack,-0.520616233456063,0.34072877900185794,1.4944283329765993,-0.520616233456063,0.34072877900185794,1.4944283329765993,-0.17988745445420506,0.9738120995205363,1.8351571119784573,1.3145408785223942
12558,Blackhole Attack,1.6779451433242067,0.4262208161662921,1.4944283329765993,1.6779451433242067,0.4262208161662921,1.4944283329765993,2.1041659594904987,3.1723734763008062,1.9206491491428914,3.598594292467098
3384,Blackhole Attack,0.6280644268247623,0.07688216252386829,1.4944283329765993,0.6280644268247623,0.07688216252386829,1.4944283329765993,0.7049465893486305,2.1224927598013617,1.5713104955004675,2.1993749223252297
3959,Blackhole Attack,-1.2495837546070163,0.6042505218614566,1.4944283329765993,-1.2495837546070163,0.6042505218614566,1.4944283329765993,-0.6453332327455598,0.24484457836958295,2.098678854838056,0.8490951002310395
8830,Blackhole Attack,2.231862843815126,0.08237825017587458,1.4944283329765993,2.231862843815126,0.08237825017587458,1.4944283329765993,2.3142410939910003,3.726291176791725,1.5768065831524738,3.8086694269675996
3108,Blackhole Attack,-0.8302584300764412,-2.44690036150878,1.4944283329765993,-0.8302584300764412,-2.44690036150878,1.4944283329765993,-3.2771587915852214,0.6641699029001581,-0.9524720285321808,-1.7827304586086221
3351,Blackhole Attack,1.9970808112599907,0.0768821625213577,1.4944283329765993,1.9970808112599907,0.0768821625213577,1.4944283329765993,2.0739629737813483,3.49150914423659,1.5713104954979569,3.5683913067579476
3006,Blackhole Attack,-0.8025544538724927,0.09059867762971338,1.4944283329765993,-0.8025544538724927,0.09059867762971338,1.4944283329765993,-0.7119557762427793,0.6918738791041066,1.5850270106063127,0.78247255673382
10959,Blackhole Attack,-1.6178246811550647,0.05621904540716274,1.2020324056257254,-1.6178246811550647,0.05621904540716274,1.2020324056257254,-1.561605635747902,-0.4157922755293393,1.2582514510328882,-0.35957323012217657
11988,Blackhole Attack,1.211886414453792,1.4665276822664166,1.4944283329765993,1.211886414453792,1.4665276822664166,1.4944283329765993,2.678414096720209,2.7063147474303912,2.960956015243016,4.172842429696808
3969,Blackhole Attack,1.4559571735950882,0.2009118544037726,1.4944283329765993,1.4559571735950882,0.2009118544037726,1.4944283329765993,1.656869027998861,2.9503855065716875,1.695340187380372,3.15129736097546
3914,Blackhole Attack,-0.3809539263695435,0.3893388269490513,1.4944283329765993,-0.3809539263695435,0.3893388269490513,1.4944283329765993,0.008384900579507804,1.1134744066070557,1.8837671599256507,1.502813233556107
12054,Blackhole Attack,0.09239859916974807,0.07587265612720011,1.1995872857053198,0.09239859916974807,0.07587265612720011,1.1995872857053198,0.1682712552969482,1.2919858848750678,1.2754599418325199,1.367858541002268
12444,Blackhole Attack,1.0048957893398052,0.0806887574011215,1.4840456721694242,1.0048957893398052,0.0806887574011215,1.4840456721694242,1.0855845467409266,2.4889414615092296,1.5647344295705456,2.569630218910351
8907,Blackhole Attack,-0.07168554116873292,0.07688224450261578,-0.8666166030529321,-0.07168554116873292,0.07688224450261578,-0.8666166030529321,0.005196703333882863,-0.938302144221665,-0.7897343585503163,-0.8614198997190492
3690,Blackhole Attack,0.9334190681208545,0.08625338715239268,1.4944283329765993,0.9334190681208545,0.08625338715239268,1.4944283329765993,1.0196724552732472,2.427847401097454,1.580681720128992,2.5141007882498467
4333,Blackhole Attack,0.16483379202577764,1.3557152940710966,1.4944283329765993,0.16483379202577764,1.3557152940710966,1.4944283329765993,1.5205490860968742,1.659262125002377,2.8501436270476956,3.0149774190734737
3028,Blackhole Attack,1.2927436201974787,0.37996310848222,1.4944283329765993,1.2927436201974787,0.37996310848222,1.4944283329765993,1.6727067286796986,2.787171953174078,1.8743914414588192,3.167135061656298
11524,Blackhole Attack,1.4754937314802168,-0.439556503060873,1.4944283329765993,1.4754937314802168,-0.439556503060873,1.4944283329765993,1.0359372284193438,2.9699220644568163,1.0548718299157263,2.530365561395943
3062,Blackhole Attack,0.24009559325277863,0.286046017947827,1.4944283329765993,0.24009559325277863,0.286046017947827,1.4944283329765993,0.5261416112006057,1.734523926229378,1.7804743509244263,2.020569944177205
3990,Blackhole Attack,1.7928812815927373,0.09515867072613655,1.4944283329765993,1.7928812815927373,0.09515867072613655,1.4944283329765993,1.8880399523188738,3.2873096145693363,1.5895870037027358,3.382468285295473
4691,Blackhole Attack,0.9225881207936332,0.07688216252386829,1.4944283329765993,0.9225881207936332,0.07688216252386829,1.4944283329765993,0.9994702833175014,2.4170164537702323,1.5713104955004675,2.493898616294101
10160,Blackhole Attack,-0.37043686332757964,0.07784880861761799,1.4944283329765993,-0.37043686332757964,0.07784880861761799,1.4944283329765993,-0.29258805470996163,1.1239914696490196,1.5722771415942172,1.2018402782666375
5029,Blackhole Attack,-0.06665460060242372,0.07688222732500118,1.4944283329765993,-0.06665460060242372,0.07688222732500118,1.4944283329765993,0.01022762672257746,1.4277737323741755,1.5713105603016004,1.5046559596991766
3001,Blackhole Attack,1.1190190789724501,0.21401902768264586,1.4944283329765993,1.1190190789724501,0.21401902768264586,1.4944283329765993,1.333038106655096,2.6134474119490494,1.7084473606592452,2.8274664396316953
4693,Blackhole Attack,1.7651705303280218,0.05513372529123331,1.4944283329765993,1.7651705303280218,0.05513372529123331,1.4944283329765993,1.8203042556192552,3.259598863304621,1.5495620582678327,3.3147325885958545
12940,Blackhole Attack,-1.2540156872818085,5.001909568913767,1.4944283329765993,-1.2540156872818085,5.001909568913767,1.4944283329765993,3.747893881631959,0.24041264569479082,6.496337901890366,5.242322214608558
3609,Blackhole Attack,1.1638799788578436,0.07688222732249059,1.4944283329765993,1.1638799788578436,0.07688222732249059,1.4944283329765993,1.240762206180334,2.6583083118344426,1.5713105602990898,2.7351905391569336
11310,Blackhole Attack,0.057173880993968945,0.0846164846920785,1.4944283329765993,0.057173880993968945,0.0846164846920785,1.4944283329765993,0.14179036568604744,1.5516022139705683,1.5790448176686778,1.6362186986626468
3203,Blackhole Attack,1.455225963223398,0.3094101214788057,1.4944283329765993,1.455225963223398,0.3094101214788057,1.4944283329765993,1.7646360847022036,2.949654296199997,1.803838454455405,3.259064417678803
12743,Blackhole Attack,2.8761945696265228,3.10792528234794,1.4944283329765993,2.8761945696265228,3.10792528234794,1.4944283329765993,5.984119851974462,4.370622902603122,4.602353615324539,7.4785481849510616
4100,Blackhole Attack,-0.1688126331196052,0.11639335833396976,1.4944283329765993,-0.1688126331196052,0.11639335833396976,1.4944283329765993,-0.05241927478563545,1.3256156998569941,1.610821691310569,1.442009058190964
5065,Blackhole Attack,-0.7976138839438014,0.11626559305119634,1.4944283329765993,-0.7976138839438014,0.11626559305119634,1.4944283329765993,-0.6813482908926051,0.6968144490327979,1.6106939260277957,0.8130800420839942
3799,Blackhole Attack,1.7928812815927373,0.0768821625213577,1.4944283329765993,1.7928812815927373,0.0768821625213577,1.4944283329765993,1.869763444114095,3.2873096145693363,1.5713104954979569,3.364191777090694
10086,Blackhole Attack,-0.6898137554605702,0.07990423816804046,1.4944283329765993,-0.6898137554605702,0.07990423816804046,1.4944283329765993,-0.6099095172925297,0.804614577516029,1.5743325711446396,0.8845188156840695
12323,Blackhole Attack,2.2406076828919756,5.173950117187586,1.4944283329765993,2.2406076828919756,5.173950117187586,1.4944283329765993,7.414557800079562,3.735036015868575,6.668378450164186,8.90898613305616
12989,Blackhole Attack,-0.46949311489416096,1.618281414722308,1.4944283329765993,-0.46949311489416096,1.618281414722308,1.4944283329765993,1.148788299828147,1.0249352180824383,3.112709747698907,2.643216632804746
12201,Blackhole Attack,-0.16337922667205032,1.1013146409969568,0.8129483913156136,-0.16337922667205032,1.1013146409969568,0.8129483913156136,0.9379354143249065,0.6495691646435633,1.9142630323125704,1.75088380564052
12151,Blackhole Attack,-0.28090889528489477,3.466645515407442,1.4944283329765993,-0.28090889528489477,3.466645515407442,1.4944283329765993,3.185736620122547,1.2135194376917045,4.961073848384041,4.680164953099146
4471,Blackhole Attack,1.2225597207666707,0.0900928690360248,1.4944283329765993,1.2225597207666707,0.0900928690360248,1.4944283329765993,1.3126525898026955,2.71698805374327,1.584521202012624,2.8070809227792948
3635,Blackhole Attack,1.284672248322129,0.07688222732249059,1.4944283329765993,1.284672248322129,0.07688222732249059,1.4944283329765993,1.3615544756446194,2.779100581298728,1.5713105602990898,2.855982808621219
4322,Blackhole Attack,-0.34144888313749205,0.07446701834264507,1.4944283329765993,-0.34144888313749205,0.07446701834264507,1.4944283329765993,-0.266981864794847,1.1529794498391073,1.5688953513192443,1.2274464681817523
4828,Blackhole Attack,-1.1209127147239457,0.3979382074305188,1.4944283329765993,-1.1209127147239457,0.3979382074305188,1.4944283329765993,-0.7229745072934269,0.37351561825265356,1.8923665404071182,0.7714538256831723
12340,Blackhole Attack,1.7952244647240938,-0.48780651264014513,1.4944283329765993,1.7952244647240938,-0.48780651264014513,1.4944283329765993,1.3074179520839486,3.2896527977006933,1.006621820336454,2.801846285060548
4650,Blackhole Attack,0.28004069288108285,2.0722386225544374,1.4944283329765993,0.28004069288108285,2.0722386225544374,1.4944283329765993,2.35227931543552,1.774469025857682,3.5666669555310366,3.8467076484121194
10455,Blackhole Attack,0.4304377250566007,0.3594503610989871,-0.8666166030529321,0.4304377250566007,0.3594503610989871,-0.8666166030529321,0.7898880861555878,-0.43617887799633137,-0.507166241953945,-0.07672851689734428
10141,Blackhole Attack,-0.028407470964019233,2.5274131200906846,-0.8666166030529321,-0.028407470964019233,2.5274131200906846,-0.8666166030529321,2.4990056491266652,-0.8950240740169513,1.6607965170377526,1.6323890460737331
12710,Blackhole Attack,-0.7529027318873663,0.01857236510489377,1.4944283329765993,-0.7529027318873663,0.01857236510489377,1.4944283329765993,-0.7343303667824725,0.7415256010892329,1.513000698081493,0.7600979661941267
3982,Blackhole Attack,-0.3388194048861808,0.10344651948237965,1.4944283329765993,-0.3388194048861808,0.10344651948237965,1.4944283329765993,-0.23537288540380114,1.1556089280904185,1.597874852458979,1.2590554475727982
13050,Blackhole Attack,0.7510662135031219,5.215743799139175,1.4944283329765993,0.7510662135031219,5.215743799139175,1.4944283329765993,5.966810012642297,2.245494546479721,6.710172132115774,7.461238345618896
4981,Blackhole Attack,1.9137290088911976,-2.63242653395166,1.4944283329765993,1.9137290088911976,-2.63242653395166,1.4944283329765993,-0.7186975250604624,3.408157341867797,-1.1379982009750607,0.7757308079161369
2982,Blackhole Attack,0.8522396416800655,0.13150349835205585,1.4944283329765993,0.8522396416800655,0.13150349835205585,1.4944283329765993,0.9837431400321214,2.3466679746566648,1.625931831328655,2.4781714730087208
10375,Blackhole Attack,-1.7580083022210593,1.4871693103930013,1.4944283329765993,-1.7580083022210593,1.4871693103930013,1.4944283329765993,-0.27083899182805804,-0.26357996924446003,2.9815976433696005,1.2235893411485412
3688,Blackhole Attack,1.2449886303489295,0.07573450286384945,0.5480191305889904,1.2449886303489295,0.07573450286384945,0.5480191305889904,1.320723133212779,1.79300776093792,0.6237536334528399,1.8687422638017694
13322,Blackhole Attack,-1.683533585628066,1.5932721314280174,1.4944283329765993,-1.683533585628066,1.5932721314280174,1.4944283329765993,-0.09026145420004861,-0.18910525265146672,3.087700464404617,1.4041668787765507
3782,Blackhole Attack,1.1500172626888403,0.07688224401303834,1.4944283329765993,1.1500172626888403,0.07688224401303834,1.4944283329765993,1.2268995067018786,2.64444559566544,1.5713105769896376,2.721327839678478
5177,Blackhole Attack,-0.1688126331196052,1.0022715126568524,1.4944283329765993,-0.1688126331196052,1.0022715126568524,1.4944283329765993,0.8334588795372473,1.3256156998569941,2.4966998456334517,2.3278872125138466
10139,Blackhole Attack,-0.385926557761435,1.3846234106347526,1.4944283329765993,-0.385926557761435,1.3846234106347526,1.4944283329765993,0.9986968528733176,1.1085017752151642,2.8790517436113516,2.493125185849917
3716,Blackhole Attack,0.4232735535646581,0.27114157614391565,1.4944283329765993,0.4232735535646581,0.27114157614391565,1.4944283329765993,0.6944151297085738,1.9177018865412574,1.765569909120515,2.188843462685173
3652,Blackhole Attack,1.2883639438877763,0.07688217970399437,1.4944283329765993,1.2883639438877763,0.07688217970399437,1.4944283329765993,1.3652461235917708,2.7827922768643756,1.5713105126805937,2.85967445656837
5128,Blackhole Attack,1.7928812815927373,0.0788837673526319,1.4944283329765993,1.7928812815927373,0.0788837673526319,1.4944283329765993,1.8717650489453692,3.2873096145693363,1.5733121003292312,3.3661933819219687
12110,Blackhole Attack,1.7424304861400333,4.129086647747543,1.4944283329765993,1.7424304861400333,4.129086647747543,1.4944283329765993,5.871517133887576,3.2368588191166325,5.623514980724142,7.365945466864175
2966,Blackhole Attack,1.280287645275909,1.3468491989551037,1.4944283329765993,1.280287645275909,1.3468491989551037,1.4944283329765993,2.627136844231013,2.7747159782525084,2.841277531931703,4.1215651772076125
14114,Blackhole Attack,-0.1688126331196052,0.06890226491032314,1.4944283329765993,-0.1688126331196052,0.06890226491032314,1.4944283329765993,-0.09991036820928206,1.3256156998569941,1.5633305978869223,1.3945179647673172
3427,Blackhole Attack,-1.1801803239211726,5.427766596660709,1.4944283329765993,-1.1801803239211726,5.427766596660709,1.4944283329765993,4.247586272739537,0.3142480090554267,6.922194929637309,5.742014605716136
4707,Blackhole Attack,1.3127414108300683,2.5500685463267776,1.4944283329765993,1.3127414108300683,2.5500685463267776,1.4944283329765993,3.8628099571568457,2.807169743806668,4.044496879303377,5.357238290133445
4460,Blackhole Attack,-0.6072711884312633,-1.2008979376055002,1.4944283329765993,-0.6072711884312633,-1.2008979376055002,1.4944283329765993,-1.8081691260367636,0.887157144545336,0.29353039537109904,-0.31374079306016434
12179,Blackhole Attack,0.8467303727677097,3.375634173728159,1.4944283329765993,0.8467303727677097,3.375634173728159,1.4944283329765993,4.222364546495869,2.341158705744309,4.870062506704759,5.716792879472468
3976,Blackhole Attack,1.683305475440634,0.42721175703243114,1.4944283329765993,1.683305475440634,0.42721175703243114,1.4944283329765993,2.110517232473065,3.1777338084172335,1.9216400900090305,3.6049455654496643
13803,Blackhole Attack,-1.8221207855470969,-0.4541915065020434,1.4944283329765993,-1.8221207855470969,-0.4541915065020434,1.4944283329765993,-2.2763122920491403,-0.3276924525704976,1.0402368264745558,-0.781883959072541
4637,Blackhole Attack,1.1070439207575933,0.28130497210143557,1.4944283329765993,1.1070439207575933,0.28130497210143557,1.4944283329765993,1.3883488928590288,2.6014722537341926,1.7757333050780348,2.8827772258356283
12208,Blackhole Attack,0.8981464285347464,1.051938120601399,1.4944283329765993,0.8981464285347464,1.051938120601399,1.4944283329765993,1.9500845491361454,2.3925747615113457,2.546366453577998,3.4445128821127446
4867,Blackhole Attack,1.6807850194274472,0.26727435302625957,1.4944283329765993,1.6807850194274472,0.26727435302625957,1.4944283329765993,1.9480593724537068,3.1752133524040467,1.7617026860028588,3.442487705430306
14054,Blackhole Attack,1.229054826878391,0.07688222732249059,1.4944283329765993,1.229054826878391,0.07688222732249059,1.4944283329765993,1.3059370542008815,2.7234831598549905,1.5713105602990898,2.8003653871774805
4060,Blackhole Attack,1.9129027534946073,0.07688224450261578,1.4944283329765993,1.9129027534946073,0.07688224450261578,1.4944283329765993,1.989784997997223,3.4073310864712063,1.571310577479215,3.484213330973822
4386,Blackhole Attack,-0.4873771200950297,-0.8233041081181665,1.4944283329765993,-0.4873771200950297,-0.8233041081181665,1.4944283329765993,-1.310681228213196,1.0070512128815696,0.6711242248584328,0.18374710476340317
11566,Blackhole Attack,-0.1688126331196052,0.1090798555506706,-0.8666166030529321,-0.1688126331196052,0.1090798555506706,-0.8666166030529321,-0.05973277756893461,-1.0354292361725372,-0.7575367475022615,-0.9263493806218667
11536,Blackhole Attack,1.4557271089267503,0.11609174111703718,1.4944283329765993,1.4557271089267503,0.11609174111703718,1.4944283329765993,1.5718188500437875,2.9501554419033496,1.6105200740936365,3.066247183020387
