test_idx,label,W2_c2,W2_network,W2_physical,W2_c2_only,W2_network_only,W2_physical_only,W2_c2_network,W2_c2_physical,W2_network_physical,W2_all_three
10202,Blackhole Attack,0.09049842268622783,0.026285159120216756,0.0,0.09049842268622783,0.026285159120216756,0.0,0.11678358180644459,0.09049842268622783,0.026285159120216756,0.11678358180644459
4488,Blackhole Attack,0.04691352272000482,0.02068033122758309,0.036557612363529286,0.04691352272000482,0.02068033122758309,0.036557612363529286,0.0675938539475879,0.0834711350835341,0.05723794359111238,0.10415146631111719
11819,Blackhole Attack,0.08910252214948641,0.009293747798868265,0.036557612363529286,0.08910252214948641,0.009293747798868265,0.036557612363529286,0.09839626994835468,0.1256601345130157,0.04585136016239755,0.13495388231188396
13050,Blackhole Attack,0.09835753705771534,0.05276144003190146,0.036557612363529286,0.09835753705771534,0.05276144003190146,0.036557612363529286,0.1511189770896168,0.13491514942124463,0.08931905239543075,0.18767658945314608
2863,Blackhole Attack,0.10984654503712614,0.009220923554385477,0.036557612363529286,0.10984654503712614,0.009220923554385477,0.036557612363529286,0.11906746859151161,0.14640415740065543,0.04577853591791477,0.1556250809550409
4564,Blackhole Attack,0.0869948833814054,0.011828233732659073,0.036557612363529286,0.0869948833814054,0.011828233732659073,0.036557612363529286,0.09882311711406447,0.12355249574493468,0.04838584609618836,0.13538072947759375
4120,Blackhole Attack,0.08309291566098216,0.018707285461285833,0.036557612363529286,0.08309291566098216,0.018707285461285833,0.036557612363529286,0.101800201122268,0.11965052802451145,0.05526489782481512,0.1383578134857973
13158,Blackhole Attack,0.055758179515645614,0.024803395354401646,0.036557612363529286,0.055758179515645614,0.024803395354401646,0.036557612363529286,0.08056157487004725,0.09231579187917491,0.06136100771793093,0.11711918723357653
11660,Blackhole Attack,0.04480588395192381,0.009449959641402285,0.036557612363529286,0.04480588395192381,0.009449959641402285,0.036557612363529286,0.054255843593326095,0.08136349631545309,0.04600757200493157,0.09081345595685539
13198,Blackhole Attack,0.06544900031941675,0.05480046220065031,0.0,0.06544900031941675,0.05480046220065031,0.0,0.12024946252006706,0.06544900031941675,0.05480046220065031,0.12024946252006706
3415,Blackhole Attack,0.09236672932853712,0.016012005464378084,0.036557612363529286,0.09236672932853712,0.016012005464378084,0.036557612363529286,0.10837873479291521,0.1289243416920664,0.05256961782790737,0.1449363471564445
13695,Blackhole Attack,0.07469025071981866,0.014410463251642216,0.036557612363529286,0.07469025071981866,0.014410463251642216,0.036557612363529286,0.08910071397146088,0.11124786308334794,0.0509680756151715,0.12565832633499016
4425,Blackhole Attack,0.11837490797957997,0.011939605750899123,0.036557612363529286,0.11837490797957997,0.011939605750899123,0.036557612363529286,0.1303145137304791,0.15493252034310925,0.048497218114428406,0.16687212609400837
4366,Blackhole Attack,0.07804031222511133,0.008963387786428741,0.036557612363529286,0.07804031222511133,0.008963387786428741,0.036557612363529286,0.08700370001154008,0.11459792458864063,0.045521000149958024,0.12356131237506937
3271,Blackhole Attack,0.07757036302921558,0.03277813021424873,0.036557612363529286,0.07757036302921558,0.03277813021424873,0.036557612363529286,0.11034849324346431,0.11412797539274486,0.06933574257777803,0.1469061056069936
10887,Blackhole Attack,0.030185584558448122,0.009206712677870894,0.036557612363529286,0.030185584558448122,0.009206712677870894,0.036557612363529286,0.03939229723631901,0.06674319692197742,0.04576432504140018,0.07594990959984829
4060,Blackhole Attack,0.11090312495050507,0.00896338778774728,0.036557612363529286,0.11090312495050507,0.00896338778774728,0.036557612363529286,0.11986651273825236,0.14746073731403436,0.04552100015127657,0.15642412510178164
4094,Blackhole Attack,0.11583706282015703,0.020628303484542115,0.036557612363529286,0.11583706282015703,0.020628303484542115,0.036557612363529286,0.13646536630469913,0.15239467518368632,0.0571859158480714,0.1730229786682284
9529,Blackhole Attack,0.09973180422050863,0.00651983584839688,0.036557612363529286,0.09973180422050863,0.00651983584839688,0.036557612363529286,0.10625164006890551,0.13628941658403793,0.04307744821192617,0.1428092524324348
4789,Blackhole Attack,0.08613923750839983,0.01187393539173589,0.036557612363529286,0.08613923750839983,0.01187393539173589,0.036557612363529286,0.09801317290013573,0.12269684987192911,0.048431547755265175,0.134570785263665
4091,Blackhole Attack,0.11177583098625599,0.014421877082772802,0.036557612363529286,0.11177583098625599,0.014421877082772802,0.036557612363529286,0.1261977080690288,0.14833344334978527,0.05097948944630209,0.16275532043255808
13210,Blackhole Attack,0.08962196491867047,0.023229547064886356,0.036557612363529286,0.08962196491867047,0.023229547064886356,0.036557612363529286,0.11285151198355683,0.12617957728219975,0.05978715942841564,0.14940912434708611
12040,Blackhole Attack,0.12280294249642737,0.02240634138336835,0.036557612363529286,0.12280294249642737,0.02240634138336835,0.036557612363529286,0.14520928387979573,0.15936055485995665,0.05896395374689764,0.181766896243325
3349,Blackhole Attack,0.047177386526795234,0.011871612900234717,0.036557612363529286,0.047177386526795234,0.011871612900234717,0.036557612363529286,0.05904899942702995,0.08373499889032451,0.048429225263764,0.09560661179055924
10891,Blackhole Attack,0.08696968256244611,0.008963387787796352,0.0,0.08696968256244611,0.008963387787796352,0.0,0.09593307035024246,0.08696968256244611,0.008963387787796352,0.09593307035024246
3003,Blackhole Attack,0.04480588395192381,0.010285920758359754,0.036557612363529286,0.04480588395192381,0.010285920758359754,0.036557612363529286,0.05509180471028356,0.08136349631545309,0.04684353312188904,0.09164941707381286
2973,Blackhole Attack,0.12099980422371942,0.008963387786362575,0.036557612363529286,0.12099980422371942,0.008963387786362575,0.036557612363529286,0.129963192010082,0.1575574165872487,0.04552100014989186,0.16652080437361128
4791,Blackhole Attack,0.041340309462534766,0.020477970392560055,0.036557612363529286,0.041340309462534766,0.020477970392560055,0.036557612363529286,0.06181827985509482,0.07789792182606406,0.057035582756089345,0.09837589221862411
11652,Blackhole Attack,0.08212658864549087,0.008968570933764864,0.036557612363529286,0.08212658864549087,0.008968570933764864,0.036557612363529286,0.09109515957925574,0.11868420100902016,0.04552618329729415,0.12765277194278501
3629,Blackhole Attack,0.10220771009119045,0.00903225459990733,0.036557612363529286,0.10220771009119045,0.00903225459990733,0.036557612363529286,0.11123996469109779,0.13876532245471973,0.045589866963436615,0.14779757705462707
2929,Blackhole Attack,0.11906835462555869,0.009201257900468244,0.036557612363529286,0.11906835462555869,0.009201257900468244,0.036557612363529286,0.12826961252602692,0.15562596698908798,0.04575887026399753,0.1648272248895562
4990,Blackhole Attack,0.06156653036136144,0.009370291031741812,0.036557612363529286,0.06156653036136144,0.009370291031741812,0.036557612363529286,0.07093682139310326,0.09812414272489073,0.0459279033952711,0.10749443375663253
2864,Blackhole Attack,0.09030444635219968,0.02576333226944366,0.036557612363529286,0.09030444635219968,0.02576333226944366,0.036557612363529286,0.11606777862164334,0.12686205871572898,0.06232094463297295,0.15262539098517264
4227,Blackhole Attack,0.086038907006108,0.008956931050788177,0.036557612363529286,0.086038907006108,0.008956931050788177,0.036557612363529286,0.09499583805689618,0.12259651936963728,0.04551454341431746,0.13155345042042546
12116,Blackhole Attack,0.08057863240625429,0.031820081914866086,0.036557612363529286,0.08057863240625429,0.031820081914866086,0.036557612363529286,0.11239871432112038,0.11713624476978357,0.06837769427839538,0.14895632668464967
4913,Blackhole Attack,0.08844163627445503,0.008963387786428741,0.036557612363529286,0.08844163627445503,0.008963387786428741,0.036557612363529286,0.09740502406088378,0.12499924863798431,0.045521000149958024,0.13396263642441306
3060,Blackhole Attack,0.0021076387680810074,0.022292919952011138,0.036557612363529286,0.0021076387680810074,0.022292919952011138,0.036557612363529286,0.024400558720092145,0.0386652511316103,0.058850532315540424,0.060958171083621435
3018,Blackhole Attack,0.032684556090646084,0.01199725283661851,0.036557612363529286,0.032684556090646084,0.01199725283661851,0.036557612363529286,0.044681808927264595,0.06924216845417537,0.0485548652001478,0.08123942129079388
12175,Blackhole Attack,0.06978283983431327,0.031259112204743075,0.036557612363529286,0.06978283983431327,0.031259112204743075,0.036557612363529286,0.10104195203905635,0.10634045219784255,0.06781672456827237,0.13759956440258564
3617,Blackhole Attack,0.11971120144417097,0.00896338778774728,0.036557612363529286,0.11971120144417097,0.00896338778774728,0.036557612363529286,0.12867458923191824,0.15626881380770025,0.04552100015127657,0.16523220159544752
3101,Blackhole Attack,0.058250899551697224,0.013159726686480435,0.036557612363529286,0.058250899551697224,0.013159726686480435,0.036557612363529286,0.07141062623817766,0.09480851191522652,0.04971733905000972,0.10796823860170696
